id,data,bezeroa,hiria,produktua,kategoria,prezioa,unitateak
5284,2026-03-30,Quique Cabañas Cuadrado,Huesca,Teklatua,Periferikoak,1909.77,2
5285,2026-06-12,Loreto de Hervás,Barcelona,Wi-Fi egokigailua,Sareak,1198.28,3
5286,2025-06-14,Bartolomé Domingo Marcos,Barcelona,Switch-a,Sareak,10.3,7
5287,2026-06-21,Aurelia de Domínguez,Huesca,Prozesadorea,Osagaiak,853.63,10
5288,2025-09-19,Azucena Rueda Aguiló,Salamanca,Ordenagailu eramangarria,Ordenagailuak,199.6,3
5289,2025-03-16,Marcia Casado Ibarra,Huesca,RAM memoria,Osagaiak,173.47,4
5290,2025-08-05,Tecla del Cervantes,Huelva,Teklatua,Periferikoak,1584.34,1
5291,2024-12-08,Natalia Valderrama Bosch,Navarra,Sagua,Periferikoak,1094.85,10
5292,2024-11-19,Espiridión Machado Polo,Badajoz,Txartel grafikoa,Osagaiak,403.48,3
5293,2024-09-26,Irene López,Ceuta,Switch-a,Sareak,1993.91,3
5294,2026-07-17,Edmundo Cuenca Roselló,León,RAM memoria,Osagaiak,809.65,2
5295,2025-05-30,Eugenio Noriega Cerezo,Murcia,SSD diskoa,Osagaiak,981.44,10
5296,2025-04-14,Elisabet Bosch Salas,Granada,Ordenagailu eramangarria,Ordenagailuak,564.34,2
5297,2025-06-02,Emperatriz Aragonés-Pomares,Cádiz,Mahaigaineko ordenagailua,Ordenagailuak,449.22,10
5298,2025-12-29,Eutimio Leiva-Guerra,Toledo,SSD diskoa,Osagaiak,248.73,10
5299,2025-05-15,Renato Sancho Tolosa,Zaragoza,Monitorea,Periferikoak,1016.17,9
5300,2026-03-21,Albina Roman Roda,Huelva,Mini PC,Ordenagailuak,6.13,7
5301,2025-02-07,Cleto Narciso Sanabria Salcedo,Córdoba,SSD diskoa,Osagaiak,1127.6,3
5302,2025-10-07,Belén Román-Caro,Cádiz,Sagua,Periferikoak,16.41,7
5303,2026-03-09,Tania de Verdugo,Albacete,Txartel grafikoa,Osagaiak,1318.64,1
5304,2025-01-26,Luis Ángel Castelló Palacio,Santa Cruz de Tenerife,Prozesadorea,Osagaiak,13.82,10
5305,2026-04-07,Maximino Ojeda,Madrid,Teklatua,Periferikoak,438.6,3
5306,2026-06-17,Belén Alberdi-Diez,Ávila,Bideratzailea,Sareak,36.86,3
5307,2025-09-08,Ángela de Paniagua,Ourense,RAM memoria,Osagaiak,686.78,5
5308,2025-01-25,David Enríquez Donaire,Almería,Prozesadorea,Osagaiak,1757.83,8
5309,2026-01-05,Demetrio Teruel Calvet,Badajoz,Wi-Fi egokigailua,Sareak,105.48,9
5310,2025-01-10,Adora Velasco Viana,Ourense,Sagua,Periferikoak,1961.86,1
5311,2024-12-18,Anselma Estévez Checa,Jaén,Teklatua,Periferikoak,49.73,10
5312,2026-08-30,Luis Enrique Canals Calderon,Baleares,Wi-Fi egokigailua,Sareak,1198.7,4
5313,2025-04-27,Pacífica Torres,Lugo,Switch-a,Sareak,1432.44,10
5314,2026-03-29,Fausto Rojas Velasco,Melilla,Mini PC,Ordenagailuak,422.34,4
5315,2026-09-13,Luz Roldan Trujillo,Guipúzcoa,SSD diskoa,Osagaiak,1929.84,3
5316,2026-01-28,Purificación Viviana Morante Toro,Zamora,Monitorea,Periferikoak,904.85,8
5317,2024-10-26,Marcelo Blanco Arévalo,Huesca,Ordenagailu eramangarria,Ordenagailuak,453.51,4
5318,2025-12-23,Matías Soriano Escobar,Cuenca,Teklatua,Periferikoak,1966.43,2
5319,2025-05-15,Mireia del Rivero,Baleares,Monitorea,Periferikoak,1370.28,9
5320,2024-11-04,Amílcar Novoa Mateu,Baleares,Bideratzailea,Sareak,1733.89,9
5321,2025-12-14,Olimpia Virginia Carbó Coloma,Guadalajara,Monitorea,Periferikoak,245.6,4
5322,2025-07-08,Ileana Mayoral Carretero,Ceuta,Prozesadorea,Osagaiak,451.57,5
5323,2026-09-17,Pancho Buendía Barco,Badajoz,Ordenagailu eramangarria,Ordenagailuak,1842.52,4
5324,2025-02-03,Desiderio Cuenca-Planas,Vizcaya,SSD diskoa,Osagaiak,1981.72,6
5325,2026-01-23,Maura Máxima Vallejo Carreño,Málaga,Mini PC,Ordenagailuak,1364.42,6
5326,2026-09-17,Aurelia Fanny López Gómez,Palencia,Mini PC,Ordenagailuak,1854.5,4
5327,2025-06-19,Juanito Fuentes-Andrade,Salamanca,Monitorea,Periferikoak,106.67,1
5328,2024-10-18,Horacio Moreno Pérez,Pontevedra,Mini PC,Ordenagailuak,1441.27,4
5329,2024-11-25,Marita Diéguez Porras,Girona,Prozesadorea,Osagaiak,1566.89,4
5330,2025-08-16,Florentino Amores Ros,Albacete,Mini PC,Ordenagailuak,241.7,7
5331,2024-12-13,Aránzazu Sala-Peña,Badajoz,Bideratzailea,Sareak,1652.41,10
5332,2026-05-22,Julián Piñeiro Moya,Toledo,Txartel grafikoa,Osagaiak,597.74,5
5333,2026-02-10,Chelo de Blázquez,Toledo,Webkamera,Periferikoak,793.93,6
5334,2026-07-01,Edu del Viana,Zamora,Sagua,Periferikoak,1579.52,9
5335,2024-09-29,Trinidad del Gómez,Almería,Ordenagailu eramangarria,Ordenagailuak,1230.59,1
5336,2024-10-10,Azeneth Simó,Barcelona,RAM memoria,Osagaiak,1980.91,3
5337,2025-05-26,Macaria Carbonell,Segovia,Teklatua,Periferikoak,343.94,8
5338,2025-07-26,Susanita Bustos Andreu,Málaga,Wi-Fi egokigailua,Sareak,642.16,5
5339,2025-08-31,Américo Izquierdo Chamorro,Pontevedra,Sare-kablea,Sareak,1810.52,6
5340,2024-11-30,Domitila Martí Olmo,Zaragoza,Sare-kablea,Sareak,1168.85,6
5341,2025-12-02,Edu Alemán Batlle,Albacete,Mini PC,Ordenagailuak,1804.75,1
5342,2025-05-03,Fabricio Tiburcio Rocamora Domínguez,Burgos,Teklatua,Periferikoak,867.44,4
5343,2026-05-13,Régulo Asensio,La Coruña,Sare-kablea,Sareak,1526.51,8
5344,2026-02-18,Modesto Martorell-Espada,Ciudad,Teklatua,Periferikoak,1720.98,6
5345,2025-11-28,Adelia Quiroga Oliver,Badajoz,Switch-a,Sareak,573.47,1
5346,2025-08-09,Isaías de Morán,Soria,Sare-kablea,Sareak,1510.65,1
5347,2025-11-13,Jeremías Carretero Ripoll,Cáceres,Ordenagailu eramangarria,Ordenagailuak,1759.77,4
5348,2025-02-02,Abigaíl Blazquez Serra,Cádiz,Webkamera,Periferikoak,708.42,9
5349,2026-05-28,Bernardo Royo,Cantabria,Mahaigaineko ordenagailua,Ordenagailuak,1347.33,3
5350,2026-07-27,Ariel Castellanos García,Segovia,Switch-a,Sareak,1323.8,1
5351,2025-01-23,Alfredo del Pujol,Toledo,Mahaigaineko ordenagailua,Ordenagailuak,39.99,8
5352,2025-10-26,Constanza Guerrero Carbajo,Guipúzcoa,Mahaigaineko ordenagailua,Ordenagailuak,609.89,9
5353,2025-05-18,Carmen Serna Nicolás,Soria,Prozesadorea,Osagaiak,1595.65,5
5354,2025-03-16,Lope Carlos Cano Ocaña,Teruel,Txartel grafikoa,Osagaiak,523.46,9
5355,2026-03-26,Fátima Ferrera Gallart,Castellón,Switch-a,Sareak,334.12,7
5356,2025-08-30,José María Costa Blanes,Guipúzcoa,Mahaigaineko ordenagailua,Ordenagailuak,543.86,2
5357,2026-08-16,Armida Escalona Calleja,Tarragona,RAM memoria,Osagaiak,599.1,2
5358,2025-11-17,Manu Mateu Larrea,Santa Cruz de Tenerife,Wi-Fi egokigailua,Sareak,1812.6,7
5359,2026-08-02,Bárbara Núñez Fortuny,León,Bideratzailea,Sareak,214.62,2
5360,2024-10-25,Gervasio Onofre Tena Ledesma,Santa Cruz de Tenerife,Txartel grafikoa,Osagaiak,702.48,6
5361,2025-02-22,Amado Castrillo Esteban,Cádiz,RAM memoria,Osagaiak,478.57,2
5362,2026-09-17,Danilo César Fernández Pagès,Zaragoza,Sare-kablea,Sareak,1288.95,3
5363,2024-11-11,Benita Cáceres Salamanca,Zamora,Mini PC,Ordenagailuak,1911.87,10
5364,2026-03-07,Ruperta Sotelo Romeu,Barcelona,Prozesadorea,Osagaiak,1304.91,2
5365,2025-09-23,Anselmo de Bermejo,Salamanca,Ordenagailu eramangarria,Ordenagailuak,68.87,5
5366,2024-10-20,Cayetana Artigas Merino,Jaén,Sare-kablea,Sareak,1100.51,6
5367,2024-10-09,Soledad del Galvez,Soria,Mini PC,Ordenagailuak,376.17,8
5368,2026-05-19,Rafa Aguiló Diaz,Zamora,RAM memoria,Osagaiak,376.39,5
5369,2025-09-17,María Belén Ruano Palacios,Lugo,Mahaigaineko ordenagailua,Ordenagailuak,649.39,4
5370,2026-08-27,Leonel Cabo Jaén,Ciudad,Teklatua,Periferikoak,345.83,5
5371,2026-02-05,Javi Jurado-Bastida,La Coruña,Teklatua,Periferikoak,1494.65,5
5372,2025-10-26,León Cruz Coca,Castellón,Wi-Fi egokigailua,Sareak,1395.34,10
5373,2025-04-15,Julio Evaristo Zapata Padilla,Vizcaya,Monitorea,Periferikoak,621.42,2
5374,2025-01-31,Jordana Checa Buendía,Barcelona,Webkamera,Periferikoak,1475.7,8
5375,2025-03-03,Anselma Lerma-Guillén,León,Mahaigaineko ordenagailua,Ordenagailuak,1614.36,7
5376,2026-08-12,Curro Ortiz Mora,Huesca,Mini PC,Ordenagailuak,1897.81,3
5377,2026-03-06,Silvio Galiano Sala,Álava,Webkamera,Periferikoak,1631.59,8
5378,2024-11-06,Nicolasa Jimena Amor Hernando,Córdoba,Txartel grafikoa,Osagaiak,1150.5,3
5379,2026-02-27,Cloe Carmona Bonet,Navarra,Ordenagailu eramangarria,Ordenagailuak,1063.87,10
5380,2025-10-01,Vasco Montes,León,Ordenagailu eramangarria,Ordenagailuak,1279.64,5
5381,2025-05-29,Alicia Posada Vergara,Huelva,Teklatua,Periferikoak,1407.11,5
5382,2024-12-30,Eva Prats,Cáceres,Bideratzailea,Sareak,966.9,7
5383,2026-01-29,Fabián Grau Vega,Granada,SSD diskoa,Osagaiak,1790.46,7
5384,2024-11-23,Manu Santamaria-Novoa,Segovia,Teklatua,Periferikoak,147.37,5
5385,2026-03-25,Lalo del Montoya,Girona,Wi-Fi egokigailua,Sareak,1642.0,2
5386,2026-01-15,Angelino Vázquez Valverde,Navarra,Prozesadorea,Osagaiak,423.1,3
5387,2026-08-25,Delfina Amor Viña Guillén,Ourense,Mini PC,Ordenagailuak,316.83,3
5388,2026-02-25,Plinio Mendizábal Bayón,Las Palmas,Txartel grafikoa,Osagaiak,1880.75,8
5389,2026-05-15,Tomasa Fortuny Cuenca,Jaén,Mini PC,Ordenagailuak,842.57,5
5390,2026-02-05,Nazario Aguilar Terrón,Ceuta,Mahaigaineko ordenagailua,Ordenagailuak,1419.37,10
5391,2025-02-06,Felicia Marta Alfaro Carlos,Ávila,Switch-a,Sareak,750.42,4
5392,2024-12-19,Consuela Iriarte Fiol,Toledo,Mahaigaineko ordenagailua,Ordenagailuak,801.54,10
5393,2025-08-29,Juanita Moya Royo,Girona,Prozesadorea,Osagaiak,436.8,2
5394,2025-10-04,Benito Benavent Juliá,Valladolid,Webkamera,Periferikoak,374.2,6
5395,2025-05-15,Ceferino de Puente,Huelva,Monitorea,Periferikoak,6.19,7
5396,2026-04-29,Gabriel Yáñez Gallardo,Almería,Webkamera,Periferikoak,330.19,9
5397,2026-04-17,Chus Conde-Ramos,Málaga,Teklatua,Periferikoak,205.3,7
5398,2026-08-11,Juan Manuel Ocaña López,Toledo,Sagua,Periferikoak,70.4,3
5399,2026-03-23,Aroa Iñiguez Bustos,Zamora,RAM memoria,Osagaiak,1341.56,1
5400,2026-01-02,Zaira Juliá Chaparro,Alicante,Wi-Fi egokigailua,Sareak,113.23,10
5401,2026-05-03,Venceslás Salas González,Lugo,Teklatua,Periferikoak,101.33,9
5402,2025-11-25,Reina Amat Palmer,Cáceres,Monitorea,Periferikoak,1143.96,8
5403,2025-12-30,Baldomero Rodrigo Meléndez Valera,Córdoba,Teklatua,Periferikoak,1397.65,9
5404,2025-09-15,Purificación Olmedo-Berenguer,Tarragona,Sare-kablea,Sareak,1254.75,3
5405,2025-11-29,Javier Aragón,La Coruña,SSD diskoa,Osagaiak,1385.1,5
5406,2026-06-04,Darío de Menendez,Vizcaya,Bideratzailea,Sareak,629.13,6
5407,2026-04-07,Encarna Chacón,Jaén,Txartel grafikoa,Osagaiak,1687.58,5
5408,2025-08-06,Roque del Losada,Valencia,Mahaigaineko ordenagailua,Ordenagailuak,1568.56,9
5409,2026-05-20,Octavio Salazar,Jaén,Monitorea,Periferikoak,489.5,2
5410,2024-12-01,Rosenda Villaverde Peinado,Barcelona,Mahaigaineko ordenagailua,Ordenagailuak,150.63,2
5411,2025-10-10,Jose Luis Leocadio Céspedes Miranda,Santa Cruz de Tenerife,Switch-a,Sareak,563.93,4
5412,2025-05-18,Benjamín Bilbao Amores,Sevilla,RAM memoria,Osagaiak,1425.15,5
5413,2025-04-08,Aristides Borrás Castelló,Zaragoza,Ordenagailu eramangarria,Ordenagailuak,1329.58,5
5414,2025-03-31,Araceli del Taboada,Badajoz,Wi-Fi egokigailua,Sareak,1819.16,4
5415,2025-02-06,Chema Jiménez Montserrat,Córdoba,Mahaigaineko ordenagailua,Ordenagailuak,1540.1,9
5416,2026-03-25,Luís Escribano Serra,León,Mahaigaineko ordenagailua,Ordenagailuak,1504.24,7
5417,2025-01-21,Chuy Menendez-Serrano,Cádiz,Webkamera,Periferikoak,1284.13,6
5418,2025-07-11,María Dolores Catalá Abellán,Vizcaya,Sagua,Periferikoak,1175.58,3
5419,2026-04-19,Pancho de Zabala,Albacete,Txartel grafikoa,Osagaiak,1934.88,4
5420,2026-05-21,René Quique Lloret Ordóñez,Palencia,Txartel grafikoa,Osagaiak,1942.46,1
5421,2025-11-13,Omar Font Vilanova,Jaén,Prozesadorea,Osagaiak,1963.17,9
5422,2025-04-15,Jafet Villar Folch,Tarragona,Sagua,Periferikoak,1354.48,9
5423,2025-12-19,Baltasar Octavio Marcos Seco,Córdoba,Monitorea,Periferikoak,938.41,2
5424,2025-03-14,Melisa Diaz Pérez,Valladolid,Webkamera,Periferikoak,48.69,3
5425,2026-02-04,Adelardo Alegre Alcalá,Pontevedra,Txartel grafikoa,Osagaiak,1103.1,7
5426,2026-03-11,Berta del Roca,Santa Cruz de Tenerife,Wi-Fi egokigailua,Sareak,419.0,10
5427,2025-01-10,Benito Castell Vilaplana,La Coruña,Prozesadorea,Osagaiak,424.4,9
5428,2026-04-11,Plinio Conde Goñi,Madrid,RAM memoria,Osagaiak,466.39,5
5429,2025-04-07,Susanita Barco Villalobos,Navarra,Prozesadorea,Osagaiak,525.96,9
5430,2025-10-24,Nico Córdoba Garmendia,Barcelona,Sagua,Periferikoak,1033.93,5
5431,2026-03-28,Azeneth Sales Bertrán,Málaga,Bideratzailea,Sareak,1573.65,7
5432,2025-01-09,Dimas González Salmerón,Teruel,RAM memoria,Osagaiak,170.99,5
5433,2026-01-20,Eduardo Jacinto Castro Cortes,Albacete,Teklatua,Periferikoak,1793.33,9
5434,2026-05-02,Celestino Díez-Novoa,Cantabria,Bideratzailea,Sareak,452.62,5
5435,2026-01-09,Cloe Río,Ceuta,Sagua,Periferikoak,1508.6,1
5436,2026-01-17,Delia de Sanz,Ciudad,Sare-kablea,Sareak,1534.85,7
5437,2026-04-02,Felipa Villena,Madrid,Bideratzailea,Sareak,1494.93,6
5438,2026-05-30,Demetrio del Girón,Madrid,Bideratzailea,Sareak,382.31,9
5439,2026-04-17,Fernando Rueda Mancebo,Jaén,Teklatua,Periferikoak,1954.78,3
5440,2026-08-10,Azeneth Corral,Lleida,Sare-kablea,Sareak,321.35,9
5441,2026-06-27,Feliciana Candela Cuesta Juárez,Valladolid,Mahaigaineko ordenagailua,Ordenagailuak,676.54,2
5442,2026-03-01,Bárbara Ballester Bermúdez,Toledo,Bideratzailea,Sareak,135.14,8
5443,2026-01-02,Nélida Posada Sanz,Girona,Webkamera,Periferikoak,512.47,2
5444,2026-07-05,Otilia Mateos Martinez,Tarragona,Mini PC,Ordenagailuak,1621.77,9
5445,2026-04-20,Beatriz Pujadas Torrents,Melilla,Mini PC,Ordenagailuak,1462.65,1
5446,2024-10-07,Eric Cerdá Gilabert,Álava,RAM memoria,Osagaiak,464.38,2
5447,2026-05-04,Rosario Montero Milla,Zaragoza,Switch-a,Sareak,1268.8,4
5448,2026-04-14,José Manuel de Falcón,Cuenca,Ordenagailu eramangarria,Ordenagailuak,220.31,8
5449,2024-12-12,Flora Andres-Lillo,Vizcaya,Txartel grafikoa,Osagaiak,1442.46,10
5450,2025-03-09,Miguel Ángel Cañas Teruel,Salamanca,Switch-a,Sareak,1862.66,4
5451,2025-02-24,Arcelia Arias-Rivas,Albacete,Wi-Fi egokigailua,Sareak,1953.54,8
5452,2026-07-20,Rodrigo Girón Bartolomé,Palencia,Bideratzailea,Sareak,1875.73,5
5453,2025-09-09,Mirta Pino Ramírez,Cuenca,Wi-Fi egokigailua,Sareak,1206.8,2
5454,2024-11-22,Francisco Javier Jódar Delgado,Vizcaya,Sagua,Periferikoak,666.42,8
5455,2024-10-04,José Antonio Artigas Zaragoza,Barcelona,SSD diskoa,Osagaiak,1035.38,3
5456,2024-10-06,Miguel Ángel Talavera Escolano,Tarragona,SSD diskoa,Osagaiak,329.14,6
5457,2025-09-14,Dionisio Bayón Carreño,Ceuta,SSD diskoa,Osagaiak,143.93,7
5458,2026-08-24,Kike de Rios,León,Wi-Fi egokigailua,Sareak,1632.74,8
5459,2025-08-29,Aura Verdú Llopis,Albacete,SSD diskoa,Osagaiak,391.89,5
5460,2026-07-26,Merche Sacristán Macías,Salamanca,Sare-kablea,Sareak,1627.68,4
5461,2026-02-10,Isa del Burgos,Tarragona,Monitorea,Periferikoak,1554.51,3
5462,2025-11-10,Julia Ferrando Porras,Guadalajara,RAM memoria,Osagaiak,1553.76,1
5463,2024-11-25,Aitor Antón Toledo,Murcia,Ordenagailu eramangarria,Ordenagailuak,1997.14,9
5464,2026-03-12,Jorge Ibáñez,Palencia,Txartel grafikoa,Osagaiak,1395.95,1
5465,2026-07-21,Federico Barbero Villalba,Salamanca,RAM memoria,Osagaiak,477.79,3
5466,2025-09-05,Moreno Manuel-Peiró,Sevilla,SSD diskoa,Osagaiak,1492.36,5
5467,2026-08-16,Lorenza Urrutia Díaz,Girona,Sare-kablea,Sareak,1677.86,8
5468,2025-08-22,Herminio Pou Ponce,Ourense,Mini PC,Ordenagailuak,1532.33,3
5469,2026-02-03,Azeneth Gil Sureda,Pontevedra,Mini PC,Ordenagailuak,1783.21,4
5470,2025-06-25,Benigna del Fuente,Murcia,Sare-kablea,Sareak,1065.98,8
5471,2025-12-06,Josué Benítez Echeverría,Cáceres,Mahaigaineko ordenagailua,Ordenagailuak,449.4,9
5472,2025-06-17,Angelita Aragonés Duran,Cáceres,Ordenagailu eramangarria,Ordenagailuak,1457.41,2
5473,2025-02-11,Belén Vera Maldonado,Ceuta,Txartel grafikoa,Osagaiak,1382.23,9
5474,2026-06-30,Dominga Anaya,Cáceres,SSD diskoa,Osagaiak,1819.89,3
5475,2024-10-25,Ciro de Baños,Málaga,Mini PC,Ordenagailuak,246.19,5
5476,2026-07-23,Mónica Riquelme Rosa,Málaga,Switch-a,Sareak,58.24,2
5477,2025-01-25,Amador Garzón-Talavera,Ávila,Switch-a,Sareak,1002.53,9
5478,2025-10-16,Rafa Nacho Cal Pintor,Ourense,Teklatua,Periferikoak,1144.37,6
5479,2025-12-23,José Manuel Llabrés Roldan,Ciudad,Mini PC,Ordenagailuak,693.11,10
5480,2024-10-22,Luz Manjón Oliver,Tarragona,Monitorea,Periferikoak,116.12,1
5481,2025-06-16,Leocadio Santamaría Sáez,Barcelona,Wi-Fi egokigailua,Sareak,972.93,6
5482,2024-12-26,Florentino Hurtado Carpio,Valladolid,Ordenagailu eramangarria,Ordenagailuak,1968.6,3
5483,2025-04-08,Nilo Roque Paz Miranda,Ciudad,Teklatua,Periferikoak,932.73,6
5484,2025-05-23,José Sacristán Comas,Salamanca,Txartel grafikoa,Osagaiak,909.85,8
5485,2025-11-09,Esther Bernat Ramírez,Murcia,Prozesadorea,Osagaiak,825.54,3
5486,2026-03-28,Ámbar Emperatriz Alberto Arenas,Castellón,Sare-kablea,Sareak,1480.17,3
5487,2025-09-23,Juan Pablo Alcolea-Gelabert,Asturias,Mahaigaineko ordenagailua,Ordenagailuak,1304.85,6
5488,2025-03-26,Manuel Bernal Paredes,Guipúzcoa,Teklatua,Periferikoak,1367.41,9
5489,2025-11-07,Miguel Linares Escobar,Murcia,Sagua,Periferikoak,1719.41,7
5490,2026-02-23,Silvio Guillén Palacios,Ávila,Mini PC,Ordenagailuak,1003.98,5
5491,2025-02-09,Daniela Ángela Arteaga Ordóñez,La Coruña,Bideratzailea,Sareak,976.0,5
5492,2025-05-28,Jose Francisco Perera Feliu,León,RAM memoria,Osagaiak,869.8,1
5493,2025-05-20,Óscar Benito,León,Webkamera,Periferikoak,217.98,3
5494,2025-05-27,Lupe Torrecilla,Guipúzcoa,Wi-Fi egokigailua,Sareak,403.6,10
5495,2026-09-19,Sofía Bertrán,Teruel,Sare-kablea,Sareak,1059.81,1
5496,2025-05-22,Lucio Vera Salinas,Segovia,Wi-Fi egokigailua,Sareak,1449.6,4
5497,2024-11-23,Liliana Moraleda Marcos,Lleida,SSD diskoa,Osagaiak,1838.61,8
5498,2025-07-10,Regina Nogués,Navarra,Mini PC,Ordenagailuak,1044.85,4
5499,2025-10-23,Tere Ribas Luque,Cáceres,Webkamera,Periferikoak,1450.46,5
5500,2026-09-05,Primitivo Montoya Rojas,Burgos,Mahaigaineko ordenagailua,Ordenagailuak,934.6,2
5501,2026-05-13,Candelaria Porta Quero,Murcia,Teklatua,Periferikoak,1688.47,3
5502,2026-09-14,Brígida Amor-Arrieta,Córdoba,Sare-kablea,Sareak,492.13,7
5503,2026-08-05,Almudena Pulido Querol,Ourense,Sagua,Periferikoak,1770.2,4
5504,2025-05-26,Clementina de Gomila,Segovia,Bideratzailea,Sareak,544.74,4
5505,2025-06-12,José Mari Fermín Cózar Valls,Valencia,Prozesadorea,Osagaiak,1931.5,7
5506,2025-05-16,Josep Sanabria-Bonilla,Ourense,Bideratzailea,Sareak,48.19,9
5507,2024-09-24,Cristian Diez Ripoll,La Rioja,Ordenagailu eramangarria,Ordenagailuak,960.71,1
5508,2026-04-28,Ovidio Mateo Baños Posada,Madrid,Sare-kablea,Sareak,1598.52,6
5509,2025-01-09,Rafaela Emiliana Cáceres Pablo,Valladolid,Ordenagailu eramangarria,Ordenagailuak,320.17,10
5510,2025-06-14,Gerónimo Franco,Guadalajara,Mini PC,Ordenagailuak,1831.2,8
5511,2026-08-25,Teresa Prats Prado,Jaén,Ordenagailu eramangarria,Ordenagailuak,596.17,10
5512,2025-02-26,Bartolomé Atienza Sánchez,Baleares,Txartel grafikoa,Osagaiak,949.96,5
5513,2025-07-10,Consuela del Perez,Ourense,Teklatua,Periferikoak,1003.95,6
5514,2025-08-22,Asdrubal Catalán,Ceuta,Ordenagailu eramangarria,Ordenagailuak,1759.4,4
5515,2025-12-04,Carmela Calderón Trillo,Asturias,Teklatua,Periferikoak,1724.96,4
5516,2025-06-05,Balduino Goyo Losada Real,Melilla,Switch-a,Sareak,1886.24,10
5517,2026-01-28,Moisés Castrillo,Melilla,Sare-kablea,Sareak,70.2,9
5518,2026-02-13,Concepción Palomares Pazos,Segovia,Teklatua,Periferikoak,144.18,2
5519,2025-04-03,Otilia Oliveras-Castelló,Cantabria,Mahaigaineko ordenagailua,Ordenagailuak,1186.46,4
5520,2024-11-24,Gala Patiño-Llabrés,Almería,Mahaigaineko ordenagailua,Ordenagailuak,1626.79,5
5521,2025-06-14,Margarita Cabrera-Juan,Burgos,Teklatua,Periferikoak,14.17,1
5522,2025-09-27,Abigaíl Sans Beltran,Valencia,Txartel grafikoa,Osagaiak,50.36,3
5523,2025-01-05,Samu Aguado Aragón,La Rioja,Mini PC,Ordenagailuak,998.77,8
5524,2025-01-07,Vidal Barrena Zorrilla,Navarra,Webkamera,Periferikoak,647.38,3
5525,2026-01-31,Olga Rosselló Villar,Burgos,Sagua,Periferikoak,343.79,1
5526,2026-05-05,Samuel Asdrubal Seguí Borrego,Huelva,Webkamera,Periferikoak,1024.27,10
5527,2025-12-20,Priscila Aparicio Solana,Jaén,SSD diskoa,Osagaiak,1396.66,8
5528,2026-02-27,Purificación Zamorano Expósito,Ávila,Txartel grafikoa,Osagaiak,1800.46,3
5529,2025-05-04,Ainoa Ariño Medina,Tarragona,Ordenagailu eramangarria,Ordenagailuak,1412.57,7
5530,2025-08-27,Valentín de Paredes,Castellón,RAM memoria,Osagaiak,947.93,5
5531,2025-11-05,Pablo Prat Cuéllar,Guipúzcoa,Prozesadorea,Osagaiak,876.26,5
5532,2025-08-22,Victorino Guardiola Acedo,Córdoba,Txartel grafikoa,Osagaiak,530.54,8
5533,2026-08-02,Edelmiro Barbero Morillo,Ávila,Monitorea,Periferikoak,1428.21,1
5534,2025-11-24,Telmo Arranz Carrillo,Cuenca,SSD diskoa,Osagaiak,448.27,1
5535,2026-04-04,Luz Baeza-Hernández,Alicante,Webkamera,Periferikoak,1432.2,1
5536,2026-06-26,Lidia Manzanares Zurita,Huesca,Wi-Fi egokigailua,Sareak,1072.85,5
5537,2025-01-20,Teobaldo Sobrino Sabater,Melilla,SSD diskoa,Osagaiak,962.42,6
5538,2026-05-31,Fabricio Calisto Echevarría Urrutia,Guipúzcoa,Bideratzailea,Sareak,182.77,4
5539,2026-05-03,Paulino Raya Sainz,Salamanca,SSD diskoa,Osagaiak,286.23,3
5540,2025-07-30,Mariano Padilla Díaz,Málaga,Ordenagailu eramangarria,Ordenagailuak,567.77,9
5541,2024-11-18,Cipriano Raúl Almeida Girón,Lleida,Sare-kablea,Sareak,925.79,4
5542,2025-01-31,Espiridión Higueras Villar,Teruel,Ordenagailu eramangarria,Ordenagailuak,773.18,4
5543,2026-07-27,Micaela Ortega Frías,Toledo,Mahaigaineko ordenagailua,Ordenagailuak,414.8,5
5544,2026-09-11,Concha Barrios Rovira,Murcia,Wi-Fi egokigailua,Sareak,1048.18,8
5545,2026-09-17,Íñigo Santiago Pont Bauzà,Soria,Sare-kablea,Sareak,453.81,1
5546,2026-02-26,Ángeles Montes,Cuenca,SSD diskoa,Osagaiak,1310.16,10
5547,2025-07-19,Guadalupe Carbó Almazán,Guadalajara,Prozesadorea,Osagaiak,653.5,2
5548,2026-08-03,Reina Osuna Pascual,Alicante,Mahaigaineko ordenagailua,Ordenagailuak,1911.38,10
5549,2025-11-08,Rosalinda Piquer Calvet,Huesca,Mini PC,Ordenagailuak,1085.77,1
5550,2025-09-15,Isabel Cases,Álava,Ordenagailu eramangarria,Ordenagailuak,1498.23,7
5551,2026-01-05,Purificación Ramis Domingo,Cádiz,Prozesadorea,Osagaiak,804.6,6
5552,2026-04-14,Matilde Tirado Rincón,Guipúzcoa,Mahaigaineko ordenagailua,Ordenagailuak,510.42,3
5553,2026-06-25,Quirino Bautista Martorell,Ávila,Bideratzailea,Sareak,1423.16,4
5554,2025-09-21,Alcides Sáez Hoz,Guipúzcoa,Txartel grafikoa,Osagaiak,753.79,3
5555,2026-08-09,Santiago de Franco,Málaga,Mini PC,Ordenagailuak,1159.97,1
5556,2025-07-20,Salomón Fuente-Bilbao,Barcelona,Teklatua,Periferikoak,1514.7,5
5557,2025-02-23,Ruperto Belda Zapata,Valladolid,Sare-kablea,Sareak,1789.2,2
